Date,VGI,SLS,SCS,VGC,FRT,HPG,VIC,RAL,HDB,IMP
12/31/2024,"91,700","184,400","80,000","44,950","185,600","26,650","70,000","121,800","25,500","47,000"
12/30/2024,"92,000","184,300","83,900","45,150","185,000","26,750","70,100","120,400","26,650","47,250"
12/27/2024,"90,100","182,900","85,000","44,700","183,800","26,850","70,400","120,000","24,950","47,700"
12/26/2024,"93,700","184,100","80,300","44,500","183,800","27,000","70,500","120,200","24,150","48,450"
12/25/2024,"94,800","183,400","81,800","45,250","183,500","27,150","70,700","118,000","23,900","47,500"
12/24/2024,"95,000","182,000","81,500","44,900","182,600","26,700","70,200","117,500","23,400","48,500"
12/23/2024,"95,300","182,200","76,700","44,200","183,700","27,000","70,300","119,700","23,400","48,750"
12/20/2024,"95,900","182,000","79,700","43,700","184,000","26,700","70,300","120,100","23,400","48,300"
12/19/2024,"94,100","183,400","79,200","43,400","184,200","26,850","70,400","119,800","23,500","47,700"
12/18/2024,"90,900","184,500","80,200","43,950","185,900","27,350","71,400","120,500","23,800","48,000"
12/17/2024,"90,800","184,000","80,500","43,950","185,600","27,000","71,000","120,700","23,800","48,000"
12/16/2024,"90,300","182,300","80,700","44,600","186,000","27,000","71,100","120,900","23,750","47,550"
12/13/2024,"89,600","184,000","79,900","43,900","181,900","27,200","71,100","121,200","23,700","48,650"
12/12/2024,"89,700","184,100","79,400","44,500","182,500","27,500","72,100","123,800","23,900","49,500"
12/11/2024,"92,200","185,400","80,100","43,900","181,500","27,750","72,700","124,000","23,600","48,000"
12/10/2024,"92,500","183,000","79,900","43,600","181,900","27,900","72,700","124,500","23,333","48,150"
12/9/2024,"92,000","183,000","79,700","43,500","181,900","27,650","73,200","125,400","22,500","47,050"
12/6/2024,"90,400","182,100","79,600","43,500","181,500","27,600","73,400","124,600","22,375","46,400"
12/5/2024,"88,200","180,500","80,200","43,950","181,000","27,850","73,700","124,800","22,250","48,200"
12/4/2024,"91,700","180,400","79,600","42,600","179,000","26,700","72,100","121,100","21,583","48,000"
12/3/2024,"91,300","179,800","80,200","42,800","179,600","27,000","72,700","121,500","26,050","48,650"
12/2/2024,"93,100","179,400","77,500","43,000","179,800","26,900","72,600","117,800","25,400","45,500"
11/29/2024,"91,000","179,100","78,000","42,200","178,500","26,750","73,200","118,300","25,350","44,850"
11/28/2024,"88,000","177,800","77,500","41,450","176,900","26,400","72,400","120,800","25,300","44,850"
11/27/2024,"84,400","177,600","77,500","41,550","173,600","26,300","72,700","120,800","25,150","43,200"
11/26/2024,"82,000","177,700","78,000","41,900","173,100","26,350","72,700","122,600","25,050","43,700"
11/25/2024,"82,600","177,400","77,800","41,150","173,500","26,300","72,200","123,000","24,700","44,000"
11/22/2024,"82,900","177,900","77,500","41,150","173,200","26,100","71,000","122,600","24,700","41,350"
11/21/2024,"82,300","175,200","77,800","41,200","169,900","25,850","71,300","122,600","24,800","41,400"
11/20/2024,"77,800","175,200","77,000","40,900","165,000","25,600","70,300","120,500","24,650","41,800"
11/19/2024,"79,800","175,500","75,200","40,050","163,000","25,450","70,000","123,000","24,650","41,800"
11/18/2024,"84,900","175,100","77,100","42,600","166,000","25,800","70,300","125,000","24,550","41,800"
11/15/2024,"85,100","175,200","76,200","43,800","166,000","25,900","70,600","125,700","24,700","42,300"
11/14/2024,"81,800","176,900","80,000","43,300","166,000","26,300","71,400","125,800","25,250","42,800"
11/13/2024,"86,000","177,100","80,000","43,300","167,100","27,050","73,000","126,700","25,650","42,800"
11/12/2024,"87,300","177,100","81,500","42,800","169,000","27,500","72,500","126,100","25,800","43,250"
11/11/2024,"83,300","178,300","80,500","43,350","169,000","27,700","73,500","126,600","25,550","43,900"
11/8/2024,"82,800","179,700","81,400","42,600","170,000","27,000","72,300","126,600","26,250","44,000"
11/7/2024,"78,400","180,000","81,300","42,350","170,000","26,950","73,300","126,900","26,250","44,600"
11/6/2024,"72,800","179,100","78,800","42,800","172,500","26,950","74,200","127,000","26,400","44,250"
11/5/2024,"72,700","178,000","78,800","40,000","170,900","26,500","73,100","127,000","26,050","44,300"
11/4/2024,"70,900","177,000","78,300","39,700","170,900","26,300","73,200","127,100","26,050","44,300"
11/1/2024,"69,300","177,500","77,900","40,400","169,900","26,550","74,500","129,000","26,550","45,000"
10/31/2024,"71,500","177,200","75,200","40,800","173,800","26,900","76,600","129,700","26,900","45,000"
10/30/2024,"72,300","177,000","74,300","40,900","171,200","27,000","78,100","129,100","27,200","45,200"
10/29/2024,"73,400","176,000","73,300","41,000","171,900","27,050","78,000","130,000","27,300","44,400"
10/28/2024,"69,000","176,000","74,400","40,450","169,000","26,750","77,900","130,000","26,650","44,700"
10/25/2024,"66,400","176,000","75,000","40,500","168,500","26,450","77,200","131,000","26,900","44,750"
10/24/2024,"65,200","175,100","77,300","40,500","170,800","26,450","78,500","131,000","26,900","45,000"
10/23/2024,"65,300","175,100","78,000","41,150","172,000","26,450","79,400","131,600","26,950","43,300"
10/22/2024,"65,000","175,600","77,500","40,900","174,000","26,650","78,900","130,900","27,000","42,600"
10/21/2024,"66,200","179,000","77,300","41,600","175,900","26,750","80,200","132,000","26,950","44,450"
10/18/2024,"67,100","183,700","76,400","42,750","177,300","26,950","80,400","132,700","27,000","46,850"
10/17/2024,"67,500","183,000","76,800","42,750","178,000","27,250","81,000","133,600","26,600","47,000"
10/16/2024,"66,900","183,200","76,400","42,850","178,000","27,100","80,400","134,400","27,050","46,900"
10/15/2024,"66,800","184,000","77,600","42,750","179,000","27,150","80,800","134,300","27,150","46,800"
10/14/2024,"69,300","184,100","77,100","43,400","179,900","27,050","80,300","136,000","27,000","47,100"
10/11/2024,"67,500","185,000","76,400","44,050","180,000","27,300","81,100","136,100","27,350","48,000"
10/10/2024,"66,400","187,600","76,000","44,000","179,500","27,250","80,000","136,200","27,450","48,000"
10/9/2024,"66,200","186,000","75,800","43,700","177,100","27,500","77,000","133,500","27,000","47,100"
10/8/2024,"63,600","189,800","76,000","42,750","177,000","26,950","75,200","132,800","27,200","47,750"
10/7/2024,"64,000","189,167","75,700","43,000","176,900","26,400","74,800","133,000","26,850","48,200"
10/4/2024,"64,700","186,362","75,200","43,350","177,000","26,200","75,600","132,000","27,300","49,000"
10/3/2024,"64,000","186,181","75,600","43,350","176,000","26,200","76,000","132,000","27,650","49,900"
10/2/2024,"64,700","185,458","77,800","43,500","177,000","26,300","76,000","132,000","27,550","50,700"
10/1/2024,"65,600","184,553","78,700","44,150","177,100","26,750","76,600","133,000","28,000","50,100"
9/30/2024,"64,300","184,553","79,000","43,600","178,000","26,350","75,700","133,300","28,200","50,000"
9/27/2024,"65,000","186,272","79,000","43,900","178,000","26,050","75,900","134,600","28,300","50,300"
9/26/2024,"66,000","184,643","79,000","43,950","179,000","26,050","76,100","135,000","28,300","50,200"
9/25/2024,"66,500","182,744","79,800","44,200","178,600","26,200","75,500","134,800","27,250","50,300"
9/24/2024,"67,000","183,196","80,200","44,200","178,900","25,850","74,800","134,600","27,000","51,800"
9/23/2024,"65,500","186,362","80,400","43,250","178,900","25,700","74,400","135,100","27,000","51,800"
9/20/2024,"66,500","187,086","80,800","43,250","178,900","25,650","74,700","136,100","27,050","51,300"
9/19/2024,"67,900","187,176","81,700","43,700","180,500","25,250","74,400","136,700","26,850","52,400"
9/18/2024,"67,500","187,176","81,800","42,200","179,800","25,100","74,400","138,000","26,700","53,200"
9/17/2024,"61,800","185,458","80,800","42,450","177,200","25,250","74,500","137,500","26,600","49,750"
9/16/2024,"60,900","184,010","80,600","42,000","177,000","24,850","72,900","137,600","26,200","46,500"
9/13/2024,"62,100","189,529","81,600","42,050","179,000","25,000","74,200","138,200","26,400","47,000"
9/12/2024,"62,500","188,624","81,100","41,350","178,900","25,100","75,100","138,600","26,200","47,000"
9/11/2024,"61,800","185,458","79,400","41,600","180,500","25,350","75,100","139,300","26,350","46,550"
9/10/2024,"62,200","182,110","80,200","41,000","181,000","25,150","75,200","140,200","26,300","46,500"
9/9/2024,"62,700","180,934","81,000","41,950","182,000","26,500","75,400","140,500","26,400","96,200"
9/6/2024,"63,500","181,839","81,600","42,650","182,400","25,040","76,000","142,000","26,750","97,000"
9/5/2024,"64,000","181,839","82,100","42,500","182,500","25,130","74,100","141,200","27,000","91,300"
9/4/2024,"65,900","184,553","82,400","43,150","182,500","25,250","75,300","143,300","27,100","93,900"
8/30/2024,"67,600","185,819","82,900","44,150","181,700","25,900","77,200","142,000","27,700","87,800"
8/29/2024,"67,600","186,272","82,800","44,550","180,000","25,600","76,900","142,300","27,350","85,600"
8/28/2024,"68,000","184,281","82,300","44,900","179,200","25,700","77,100","142,800","27,100","84,400"
8/27/2024,"66,300","183,558","82,800","44,700","179,200","25,750","76,800","142,900","27,100","84,800"
8/26/2024,"67,400","176,863","82,300","44,550","182,900","26,000","76,200","141,500","27,100","84,500"
8/23/2024,"68,400","176,863","82,900","44,400","185,800","26,050","77,900","144,300","27,100","85,400"
8/22/2024,"69,300","177,225","83,300","44,500","188,000","25,840","78,000","144,600","27,100","86,200"
8/21/2024,"70,000","175,597","84,000","45,450","188,000","26,150","77,500","146,700","25,050","86,300"
8/20/2024,"68,000","174,059","84,500","45,000","176,000","25,800","77,600","146,100","26,800","88,300"
8/19/2024,"68,200","175,506","85,200","44,500","174,000","25,850","78,000","146,800","27,050","88,000"
8/16/2024,"67,800","175,597","85,000","43,100","174,300","25,600","77,300","146,000","27,050","87,000"
8/15/2024,"63,800","176,954","83,300","40,300","172,300","25,200","75,000","148,800","26,150","84,700"
8/14/2024,"67,100","176,773","83,900","41,000","173,000","25,450","76,500","146,800","25,900","84,900"
8/13/2024,"67,500","175,687","84,000","41,500","175,000","25,400","74,800","147,600","24,000","84,000"
8/12/2024,"63,400","177,316","84,500","42,000","173,800","25,850","75,000","148,100","25,550","84,300"
8/9/2024,"63,300","174,421","85,000","40,900","172,900","26,050","75,200","146,000","25,600","82,200"
8/8/2024,"60,900","173,425","83,000","39,300","169,500","25,600","74,500","144,800","26,000","82,500"
8/7/2024,"63,000","171,887","82,200","40,500","168,600","26,050","73,000","146,600","24,850","82,900"
8/6/2024,"62,800","171,887","82,000","39,900","166,900","26,300","73,200","145,900","26,180","82,200"
8/5/2024,"60,500","169,173","80,800","40,700","162,500","25,950","70,500","145,700","24,500","80,900"
8/2/2024,"64,200","171,887","83,900","43,750","169,900","27,250","72,200","146,900","26,100","81,500"
8/1/2024,"63,000","171,887","82,400","43,200","170,000","26,700","71,800","146,400","25,800","79,500"
7/31/2024,"72,500","174,421","85,800","45,250","172,800","27,200","74,100","146,600","26,300","81,900"
7/30/2024,"76,700","171,978","86,000","47,150","169,300","27,900","74,600","148,700","25,300","83,000"
7/29/2024,"75,400","173,697","86,000","46,900","169,900","27,900","74,000","150,500","25,250","86,000"
7/26/2024,"72,700","173,697","86,000","48,850","169,100","27,450","74,000","151,500","25,100","85,300"
7/25/2024,"73,100","176,049","85,500","49,400","172,000","27,350","71,000","151,500","25,050","81,100"
7/24/2024,"72,500","170,530","83,400","49,100","174,000","27,700","71,500","151,500","25,050","82,100"
7/23/2024,"72,400","172,973","80,700","48,800","174,100","27,800","71,000","150,800","25,050","82,200"
7/22/2024,"82,800","175,959","83,300","49,600","175,900","28,050","72,200","151,700","25,300","81,000"
7/19/2024,"92,500","174,692","87,700","51,400","176,000","28,200","71,000","146,300","24,950","81,400"
7/18/2024,"95,900","174,511","89,000","51,400","174,000","28,400","71,200","147,000","25,100","85,000"
7/17/2024,"94,600","175,959","88,000","51,100","173,800","28,200","71,800","149,000","25,200","86,900"
7/16/2024,"102,300","174,692","88,900","52,300","175,500","28,450","74,000","150,200","24,750","93,400"
7/15/2024,"107,800","173,878","87,700","52,400","173,000","28,450","74,500","150,000","24,400","87,300"
7/12/2024,"108,600","172,792","88,200","52,600","175,500","28,500","74,800","148,800","24,150","81,600"
7/11/2024,"110,600","171,707","88,200","52,900","179,000","28,850","75,800","146,700","25,300","78,200"
7/10/2024,"111,000","171,887","88,000","53,200","179,500","28,950","76,800","148,400","24,950","73,265"
7/9/2024,"107,900","173,606","89,600","53,400","181,900","29,000","76,500","149,100","25,250","72,456"
7/8/2024,"107,300","174,059","89,400","52,800","183,000","28,800","76,200","147,100","24,400","76,700"
7/5/2024,"107,900","173,516","87,600","52,300","180,000","28,650","76,700","147,000","24,400","75,000"
7/4/2024,"109,000","173,516","88,600","52,500","179,200","28,700","76,800","145,600","24,550","75,100"
7/3/2024,"105,100","172,973","89,000","52,600","179,000","28,750","76,500","146,900","24,500","75,100"
7/2/2024,"106,200","172,792","87,300","52,800","178,000","28,700","76,300","146,000","24,100","75,100"
7/1/2024,"104,400","169,988","86,300","52,500","177,200","28,350","76,000","148,500","23,100","74,600"
6/28/2024,"103,300","173,154","86,000","52,100","177,000","28,300","74,700","148,900","23,000","75,300"
6/27/2024,"106,800","168,178","88,000","52,900","180,000","28,850","74,500","150,000","22,950","75,000"
6/26/2024,"106,900","166,007","90,000","52,200","180,000","28,900","74,000","147,500","22,700","75,400"
6/25/2024,"104,800","166,279","91,200","52,800","176,000","28,700","73,900","146,900","22,600","74,200"
6/24/2024,"104,000","167,364","92,000","53,100","176,000","28,700","73,700","148,100","22,350","73,000"
6/21/2024,"109,700","166,369","89,800","53,600","179,000","29,050","76,200","149,000","23,150","73,000"
6/20/2024,"111,000","163,745","85,400","54,400","175,100","29,350","75,800","139,300","23,600","74,400"
6/19/2024,"108,900","157,594","86,000","54,600","174,000","29,350","75,600","130,200","23,700","71,900"
6/18/2024,"105,900","155,061","85,700","54,800","172,900","29,400","76,200","130,200","23,700","70,100"
6/17/2024,"107,000","154,880","85,500","54,500","175,000","29,450","76,200","130,000","23,550","70,000"
6/14/2024,"100,000","154,699","86,600","54,500","174,000","29,100","78,000","130,800","23,950","70,400"
6/13/2024,"91,000","155,513","87,400","55,800","177,000","29,500","78,600","131,400","24,100","71,600"
6/12/2024,"89,700","154,518","86,300","56,600","176,000","29,600","77,800","130,600","24,000","70,700"
6/11/2024,"88,500","153,794","85,500","56,500","172,500","29,100","75,800","130,700","23,550","70,700"
6/10/2024,"89,500","154,337","87,900","55,500","172,500","29,300","77,100","131,000","23,900","69,700"
6/7/2024,"90,300","154,427","92,700","54,800","170,000","29,300","77,600","130,600","23,700","68,800"
6/6/2024,"90,100","154,427","94,000","54,500","169,000","29,300","78,100","130,800","23,700","69,300"
6/5/2024,"92,000","153,704","91,500","55,300","168,800","29,250","78,100","131,500","23,700","68,400"
6/4/2024,"91,600","153,432","91,800","55,300","171,000","29,300","77,500","129,100","23,950","68,900"
6/3/2024,"88,400","154,518","92,000","56,100","170,600","29,000","77,700","129,000","24,000","68,900"
5/31/2024,"87,300","152,799","90,000","54,900","170,500","28,600","76,600","128,800","23,250","68,100"
5/30/2024,"87,400","152,708","89,700","55,000","165,000","28,250","77,200","129,400","23,100","68,000"
5/29/2024,"87,000","153,342","90,300","55,600","164,000","28,600","75,000","129,500","23,450","68,400"
5/28/2024,"90,500","154,699","90,000","56,600","162,400","29,150","75,500","129,100","24,150","67,600"
5/27/2024,"87,800","151,623","90,000","54,400","160,800","28,900","73,500","129,100","23,800","67,600"
5/24/2024,"86,400","151,351","90,900","54,200","161,000","28,900","73,500","130,600","24,200","67,500"
5/23/2024,"92,000","151,894","90,000","55,900","162,300","29,500","75,800","129,700","24,700","69,800"
5/22/2024,"94,200","150,718","90,300","54,400","162,000","28,455","73,900","130,500","24,350","66,300"
5/21/2024,"91,900","150,266","88,900","54,400","164,000","28,955","75,800","131,700","24,700","66,600"
5/20/2024,"92,600","147,009","87,400","55,000","164,600","29,091","76,400","131,900","24,850","66,400"
5/17/2024,"89,000","146,285","87,300","55,000","165,700","28,727","75,500","132,400","24,300","66,600"
5/16/2024,"81,200","146,376","88,000","54,500","165,600","28,727","72,400","131,900","24,200","67,000"
5/15/2024,"77,500","146,014","88,000","54,600","163,900","28,364","72,200","131,500","23,500","66,300"
5/14/2024,"73,000","146,557","87,100","53,900","162,300","27,455","70,600","131,000","23,300","65,800"
5/13/2024,"71,400","148,004","87,000","53,400","160,800","27,455","70,800","130,200","23,250","66,500"
5/10/2024,"69,600","148,366","89,000","53,200","164,500","27,682","70,800","131,700","23,700","66,500"
5/9/2024,"67,600","148,366","87,000","54,200","166,900","27,682","71,400","132,400","23,700","66,800"
5/8/2024,"70,000","147,914","87,500","53,300","162,500","27,909","72,300","132,900","24,100","66,600"
5/7/2024,"69,000","148,728","88,200","53,400","164,000","27,409","71,200","133,000","24,300","66,600"
5/6/2024,"66,400","148,366","84,400","52,600","162,200","26,636","71,100","132,500","24,300","65,200"
5/3/2024,"66,000","146,557","83,000","51,400","164,000","26,045","69,800","131,800","24,450","65,100"
5/2/2024,"68,800","146,104","83,700","51,900","164,000","25,773","68,000","131,900","23,650","65,100"
4/26/2024,"67,600","144,476","80,000","50,800","161,000","25,818","67,200","131,200","23,600","64,500"
4/25/2024,"63,300","142,938","81,500","50,800","153,000","25,955","68,100","133,000","22,500","65,100"
4/24/2024,"61,400","142,486","79,000","50,800","151,000","26,182","66,900","133,000","22,400","65,400"
4/23/2024,"57,800","141,581","79,500","49,100","145,000","25,091","64,700","130,200","22,200","64,900"
4/22/2024,"53,400","142,033","77,100","49,900","145,000","25,455","66,900","131,279","22,400","65,600"
4/19/2024,"52,200","139,410","77,500","49,200","141,000","25,273","66,500","128,532","22,250","69,300"
4/17/2024,"51,800","141,852","78,300","51,200","141,000","25,455","66,800","133,634","23,000","71,000"
4/16/2024,"52,000","142,033","78,800","51,700","141,000","25,773","66,100","133,438","23,500","69,300"
4/15/2024,"49,600","145,471","78,000","52,800","138,900","25,909","66,900","128,238","23,500","69,400"
4/12/2024,"53,000","146,919","80,700","56,700","144,900","27,227","71,900","128,140","24,300","70,300"
4/11/2024,"52,200","145,200","78,800","56,000","145,200","27,182","71,800","127,649","24,000","67,600"
4/10/2024,"49,300","145,652","79,300","56,000","140,000","26,955","72,500","127,845","23,950","67,800"
4/9/2024,"49,000","145,652","78,500","56,300","140,000","27,182","73,500","127,551","23,950","68,000"
4/8/2024,"48,500","145,652","78,000","55,300","142,900","26,909","71,900","127,453","23,900","67,800"
4/5/2024,"54,800","145,833","78,000","56,000","148,000","26,773","71,900","129,023","23,350","67,300"
4/4/2024,"54,400","147,823","78,800","56,900","149,000","26,909","73,400","131,770","23,350","67,400"
4/3/2024,"53,400","148,366","73,800","58,000","148,400","27,227","73,400","123,234","23,400","67,500"
4/2/2024,"49,100","148,276","75,000","58,700","153,000","27,636","74,500","124,117","23,900","67,500"
4/1/2024,"45,000","147,461","75,200","58,700","153,500","27,364","73,400","123,626","24,000","67,500"
3/29/2024,"44,200","151,894","75,900","58,400","156,000","27,500","74,200","123,626","24,100","68,700"
3/28/2024,"42,000","148,276","75,900","59,400","156,900","27,773","76,000","124,607","24,250","68,000"
3/27/2024,"40,000","144,295","75,100","58,800","147,000","27,818","75,400","124,902","24,150","68,000"
3/26/2024,"37,100","141,219","75,400","58,900","147,900","27,773","74,000","124,509","24,200","67,400"
3/25/2024,"35,900","139,772","75,500","57,200","148,000","27,455","75,500","123,136","23,550","67,900"
3/22/2024,"36,900","140,857","75,500","58,400","149,700","27,773","78,500","122,645","23,800","69,300"
3/21/2024,"37,000","139,500","75,700","59,000","150,000","27,500","78,000","122,645","23,900","69,200"
3/20/2024,"35,800","138,505","75,900","58,400","150,000","27,273","77,300","120,781","22,600","68,300"
3/19/2024,"35,500","137,420","76,800","57,000","149,700","27,091","77,400","117,739","22,350","67,500"
3/18/2024,"35,000","137,148","76,500","57,800","149,900","26,909","77,900","121,762","22,300","65,900"
3/15/2024,"37,600","137,781","78,200","59,900","147,000","27,364","78,500","123,528","23,000","66,600"
3/14/2024,"38,400","137,510","80,600","59,200","154,000","27,591","78,900","125,589","22,950","66,600"
3/13/2024,"39,100","137,962","80,000","59,000","158,000","28,000","80,900","125,589","23,100","66,200"
3/12/2024,"39,600","136,243","79,500","55,200","158,000","27,455","78,700","124,019","22,950","65,000"
3/11/2024,"38,500","135,429","79,500","54,400","154,500","27,182","77,500","123,332","23,100","65,600"
3/8/2024,"36,100","135,701","80,000","54,200","146,000","27,545","78,500","123,136","23,000","65,700"
3/7/2024,"38,200","136,424","78,300","55,000","147,000","28,182","80,800","123,136","23,150","65,800"
3/6/2024,"39,000","136,605","76,900","54,300","145,100","28,000","76,900","123,136","23,450","66,400"
3/5/2024,"38,900","137,962","77,000","56,000","145,000","28,318","75,700","124,706","23,500","66,400"
3/4/2024,"35,400","137,962","75,800","56,700","141,800","28,000","70,800","125,196","23,300","66,800"
3/1/2024,"34,100","137,872","76,000","55,500","141,000","28,045","70,500","124,117","23,300","66,800"
2/29/2024,"32,900","138,596","75,100","55,400","145,000","28,182","70,400","123,724","23,300","66,200"
2/28/2024,"32,500","138,505","75,500","53,700","136,300","27,818","68,300","124,117","23,200","66,300"
2/27/2024,"32,300","137,148","74,700","55,000","135,900","27,591","67,600","126,177","22,700","66,200"
2/26/2024,"30,100","135,158","75,400","53,800","134,500","26,182","66,700","123,823","22,700","65,200"
2/23/2024,"28,700","135,520","73,800","53,000","130,900","25,818","66,700","121,173","22,500","65,500"
2/22/2024,"28,700","135,610","75,000","55,400","126,500","25,955","68,100","119,996","22,900","65,400"
2/21/2024,"28,300","134,344","75,000","56,400","126,800","26,182","68,000","117,936","23,500","64,900"
2/20/2024,"28,800","134,977","73,000","52,900","122,600","26,545","68,800","117,053","23,600","65,700"
2/19/2024,"28,000","134,977","72,300","52,900","123,500","26,545","68,900","118,034","23,350","65,000"
2/16/2024,"27,500","135,701","72,000","53,000","124,500","26,000","66,200","118,230","23,300","62,900"
2/15/2024,"27,600","136,063","72,200","52,100","125,400","26,091","64,900","117,739","23,650","63,000"
2/7/2024,"27,500","136,424","72,100","52,700","125,000","25,591","64,900","116,464","23,550","63,000"
2/6/2024,"27,700","135,158","71,500","52,700","123,500","25,500","64,800","115,777","23,000","63,300"
2/5/2024,"27,700","134,977","70,600","53,000","119,500","25,455","64,900","115,286","22,650","62,200"
2/2/2024,"27,600","134,706","70,800","53,800","119,000","25,364","65,400","115,385","22,350","61,600"
2/1/2024,"28,100","133,710","71,600","54,500","118,200","25,318","65,100","115,777","21,800","62,000"
1/31/2024,"27,700","133,982","69,400","52,300","114,600","25,227","64,400","113,913","21,800","61,100"
1/30/2024,"26,900","135,882","65,600","53,300","113,700","25,455","66,100","113,128","21,850","61,800"
1/29/2024,"27,000","135,610","65,600","51,700","108,500","25,455","65,600","112,834","21,400","61,700"
1/26/2024,"26,900","135,701","66,200","51,500","105,000","25,773","65,800","112,834","21,300","62,500"
1/25/2024,"27,000","135,701","64,500","50,400","106,300","25,682","66,800","112,834","21,050","62,600"
1/24/2024,"27,100","135,972","64,400","50,500","99,400","25,682","66,200","111,362","21,150","62,100"
1/23/2024,"27,400","136,153","64,600","51,000","100,100","25,773","67,500","113,520","21,000","62,700"
1/22/2024,"27,200","138,777","64,800","51,600","100,800","25,727","67,700","114,305","21,200","63,300"
1/19/2024,"26,700","135,158","66,300","51,600","99,900","25,273","67,800","121,271","20,950","63,800"
1/18/2024,"26,600","132,987","66,000","51,600","99,700","25,136","66,400","120,781","20,800","63,800"
1/17/2024,"26,600","132,806","66,000","52,000","99,500","25,136","66,300","116,758","20,850","62,900"
1/16/2024,"26,700","130,363","66,100","51,000","98,200","25,273","67,100","117,347","21,000","63,000"
1/15/2024,"26,100","129,639","65,800","50,000","96,900","24,636","65,600","118,720","21,000","62,600"
1/12/2024,"26,000","130,363","65,700","51,600","97,800","24,682","64,800","115,777","20,900","61,600"
1/11/2024,"26,500","132,715","66,200","52,700","98,100","25,000","66,100","117,739","20,800","62,400"
1/10/2024,"26,500","132,715","66,200","52,300","98,900","24,864","66,200","117,543","20,700","61,800"
1/9/2024,"26,900","129,277","66,700","53,100","100,500","25,182","66,100","109,890","20,550","61,300"
1/8/2024,"26,800","128,735","66,600","52,400","101,100","25,318","66,600","108,418","20,550","61,500"
1/5/2024,"26,600","128,916","67,300","52,000","103,000","25,273","67,900","108,615","20,500","61,000"
1/4/2024,"26,900","129,368","67,600","52,500","103,500","25,227","68,100","109,890","20,400","61,400"
1/3/2024,"27,300","128,463","69,000","53,400","105,000","25,273","68,900","109,890","20,000","59,200"
1/2/2024,"25,800","128,463","68,000","52,800","105,300","24,955","68,400","106,947","19,900","57,000"
12/29/2023,"25,800","130,182","69,846","54,900","107,000","25,409","67,000","106,064","20,300","56,600"
12/28/2023,"25,600","128,463","65,572","54,500","105,200","25,409","67,000","105,867","19,350","56,000"
12/27/2023,"25,700","128,735","64,989","53,600","103,100","25,227","67,000","105,965","19,300","55,900"
12/26/2023,"25,900","128,735","63,823","54,600","103,400","25,273","66,200","106,456","19,200","56,700"
12/25/2023,"25,800","127,740","63,920","54,400","103,900","24,955","66,400","106,456","19,150","57,000"
12/22/2023,"25,500","127,559","64,114","53,300","102,500","24,591","63,000","104,592","18,950","57,000"
12/21/2023,"25,100","127,920","64,697","53,400","101,900","24,727","63,700","103,512","18,750","56,500"
12/20/2023,"25,200","129,277","64,600","53,500","101,500","24,727","63,900","103,611","18,800","57,200"
12/19/2023,"25,000","127,830","64,114","52,600","99,700","24,727","62,200","103,120","18,950","57,000"
12/18/2023,"24,600","128,101","64,114","51,700","100,600","24,182","62,900","103,316","18,400","57,000"
12/15/2023,"25,200","128,916","64,114","52,900","100,800","24,364","63,000","103,512","19,000","57,900"
12/14/2023,"25,500","127,559","63,143","53,500","100,000","24,591","65,000","104,199","18,900","57,500"
12/13/2023,"25,500","129,006","63,337","53,900","100,000","24,864","65,800","103,022","18,850","56,500"
12/12/2023,"26,100","132,082","63,726","55,500","101,500","25,409","66,200","103,709","18,800","55,500"
12/11/2023,"26,400","133,077","63,920","55,200","99,100","25,000","67,500","103,905","18,750","55,200"
12/8/2023,"26,300","132,896","63,629","55,800","101,100","25,182","66,200","103,611","18,750","55,200"
12/7/2023,"26,500","132,987","63,240","54,700","101,900","25,091","63,500","103,905","18,700","55,200"
12/6/2023,"27,300","135,610","63,337","56,600","101,800","25,091","62,100","104,886","18,600","55,200"
12/5/2023,"26,400","136,696","63,337","56,800","101,800","24,773","61,400","104,984","18,450","55,000"
12/4/2023,"26,100","136,877","63,337","57,400","103,000","25,000","62,200","104,984","18,500","55,300"
12/1/2023,"25,800","134,886","63,337","55,200","103,000","24,455","61,500","105,965","18,200","54,800"
11/30/2023,"25,900","135,791","63,337","54,500","102,400","24,136","60,500","104,003","18,000","54,800"
11/29/2023,"26,200","135,339","63,823","52,800","99,800","24,545","62,900","106,064","18,050","55,100"
11/28/2023,"26,000","134,344","63,046","52,100","98,800","24,273","61,300","106,162","18,050","54,800"
11/27/2023,"26,100","134,434","62,949","52,100","99,000","23,909","60,900","104,690","18,100","55,000"
11/24/2023,"26,600","134,344","63,823","52,000","102,000","24,000","61,800","102,041","18,300","55,200"
11/23/2023,"26,000","136,153","63,337","50,800","99,900","23,500","63,300","102,629","18,050","55,900"
11/22/2023,"26,900","137,510","63,532","53,300","101,700","24,727","64,900","102,629","18,600","55,300"
11/21/2023,"26,900","137,148","63,046","52,300","102,000","24,591","64,600","102,629","18,700","55,400"
11/20/2023,"26,800","137,058","63,532","52,700","101,500","24,227","63,600","102,041","18,700","55,600"
11/17/2023,"27,000","137,510","63,532","50,800","102,900","24,091","64,100","102,728","18,500","56,200"
11/16/2023,"27,400","140,314","63,726","51,500","103,500","24,727","66,000","103,022","18,950","56,300"
11/15/2023,"26,200","140,676","63,434","50,300","104,900","24,545","65,800","103,316","18,900","56,300"
11/14/2023,"26,200","140,224","62,657","50,600","104,000","24,545","62,600","102,531","18,750","55,900"
