Date,VGI,SLS,SCS,VGC,FRT,HPG,VIC,RAL,HDB,IMP
4/1/2021,"38,900","102,895","67,544","32,257","20,500","27,040","75,704","156,650","17,152","70,704"
3/31/2021,"39,000","105,020","67,134","32,212","20,300","26,092","75,868","156,650","16,896","66,675"
3/30/2021,"39,300","107,880","67,032","32,438","20,167","25,897","72,587","160,672","16,768","67,154"
3/29/2021,"39,500","111,149","66,622","31,128","20,333","25,813","70,618","163,313","16,640","64,276"
3/26/2021,"39,600","111,149","66,673","31,173","20,000","25,757","70,454","160,773","16,480","62,837"
3/25/2021,"40,900","110,332","67,134","30,721","20,767","25,088","70,536","161,209","16,384","63,317"
3/24/2021,"42,700","112,620","67,647","30,947","21,000","25,339","69,798","163,967","16,320","61,110"
3/23/2021,"43,400","102,650","68,159","31,173","20,567","25,980","70,946","165,346","16,960","60,439"
3/22/2021,"43,500","102,568","68,313","30,721","20,167","26,064","72,259","167,669","17,248","60,919"
3/19/2021,"43,400","103,794","68,672","30,631","20,267","26,287","72,751","169,846","17,376","59,959"
3/18/2021,"43,500","96,683","68,774","30,721","20,267","25,980","73,571","170,136","17,600","61,206"
3/17/2021,"43,100","87,939","68,774","30,811","20,167","25,813","72,177","169,846","17,600","61,015"
3/16/2021,"44,000","87,285","68,928","30,811","18,867","25,702","72,177","163,313","17,152","60,439"
3/15/2021,"43,600","87,448","69,030","31,082","19,033","25,925","72,587","162,951","17,056","58,904"
3/12/2021,"44,000","87,367","69,030","30,631","19,267","25,897","71,603","165,854","17,056","59,192"
3/11/2021,"43,300","87,857","69,287","30,450","19,267","25,869","71,603","168,540","16,896","60,439"
3/10/2021,"42,600","88,592","69,543","30,269","18,800","25,423","71,357","170,209","16,704","61,302"
3/9/2021,"43,500","85,323","69,543","31,353","18,400","25,562","71,110","170,136","16,608","58,136"
3/8/2021,"43,500","85,814","69,799","31,534","18,533","25,813","71,685","165,781","16,608","54,395"
3/5/2021,"43,500","84,179","69,697","32,483","18,467","25,646","73,161","154,966","16,544","53,723"
3/4/2021,"40,800","87,775","70,158","32,528","18,533","25,590","72,505","156,781","16,768","53,052"
3/3/2021,"40,800","84,996","70,209","32,528","19,133","26,092","74,227","153,587","17,248","53,723"
3/2/2021,"40,700","84,915","68,672","33,432","19,333","26,036","74,555","156,200","17,088","53,436"
3/1/2021,"39,400","83,444","67,800","33,522","18,967","25,757","74,883","155,547","16,512","52,572"
2/26/2021,"39,900","82,545","67,032","33,703","18,667","25,423","74,063","145,385","16,096","52,093"
2/25/2021,"39,800","75,107","66,570","33,838","18,700","24,614","73,489","135,877","16,320","51,997"
2/24/2021,"40,700","74,372","66,468","32,528","18,933","24,308","74,637","127,022","16,288","54,011"
2/23/2021,"40,400","72,737","66,570","33,251","19,367","24,140","76,032","129,199","16,608","50,654"
2/22/2021,"41,100","72,329","66,417","32,528","19,567","24,196","77,590","126,659","16,512","54,395"
2/19/2021,"40,900","73,473","66,878","32,980","19,433","24,224","77,836","126,659","16,352","56,122"
2/18/2021,"38,800","73,391","66,622","31,805","18,800","24,447","78,000","127,022","16,320","55,162"
2/17/2021,"37,900","66,853","66,622","31,579","18,633","24,224","75,457","121,142","16,256","54,299"
2/9/2021,"37,100","66,771","67,647","30,947","17,533","23,304","72,751","113,231","15,424","53,532"
2/8/2021,"38,300","60,723","63,803","29,817","17,267","22,802","70,208","111,053","15,008","52,956"
2/5/2021,"39,000","67,425","66,622","30,811","18,000","23,694","73,489","114,174","15,424","52,764"
2/4/2021,"39,500","69,468","66,622","32,167","17,867","23,304","73,407","116,134","15,072","55,162"
2/3/2021,"37,000","68,733","67,134","34,561","17,233","23,416","72,915","117,586","15,360","55,834"
2/2/2021,"35,500","71,103","65,135","32,935","16,133","22,579","68,896","113,957","14,848","56,314"
2/1/2021,"37,900","74,372","64,828","31,805","16,267","21,381","67,256","108,150","14,208","56,218"
1/29/2021,"33,800","68,651","64,316","30,902","17,467","21,827","70,126","114,682","14,272","57,081"
1/28/2021,"38,200","69,060","62,522","28,914","17,633","20,907","69,962","116,134","13,888","55,642"
1/27/2021,"42,000","73,963","67,185","29,953","18,933","22,468","75,211","124,844","14,912","55,546"
1/26/2021,"45,100","70,204","69,133","28,010","20,333","23,583","78,328","129,852","15,680","55,546"
1/25/2021,"46,500","64,565","69,440","29,727","21,800","24,364","79,558","123,465","16,416","55,642"
1/22/2021,"47,000","64,810","69,184","27,784","21,800","24,336","76,524","115,408","16,704","55,450"
1/21/2021,"46,000","65,709","69,133","25,977","21,933","24,642","75,047","114,319","16,512","55,642"
1/20/2021,"44,900","65,382","68,723","24,306","20,867","23,248","74,555","109,239","16,320","54,011"
1/19/2021,"47,500","63,339","69,133","24,306","21,300","23,193","74,555","105,972","16,224","53,532"
1/18/2021,"44,500","63,502","70,209","24,667","22,900","24,865","78,000","111,271","17,440","53,436"
1/15/2021,"43,600","62,113","69,697","24,577","22,600","24,810","76,278","108,368","17,856","53,244"
1/14/2021,"42,800","59,743","69,799","24,396","22,833","24,782","75,704","108,368","17,152","53,915"
1/13/2021,"43,000","59,171","69,799","24,306","22,867","24,921","76,524","110,327","17,184","53,148"
1/12/2021,"41,700","58,680","70,465","24,712","22,800","25,033","77,098","111,126","17,120","53,723"
1/11/2021,"38,000","57,618","66,775","25,119","22,767","24,001","77,180","113,231","17,184","53,340"
1/8/2021,"35,000","58,680","66,468","25,209","22,633","23,834","76,360","108,948","17,344","53,340"
1/7/2021,"34,800","58,844","66,417","25,300","22,867","23,862","75,457","111,779","17,152","53,532"
1/6/2021,"34,400","59,171","66,417","25,074","21,667","23,862","72,423","104,666","16,416","53,628"
1/5/2021,"34,600","57,209","66,365","24,532","21,800","23,611","73,243","106,335","15,840","54,107"
1/4/2021,"33,500","57,209","65,853","24,215","21,533","23,583","72,915","101,254","15,424","53,915"
12/31/2020,"33,300","56,964","65,597","24,215","21,333","23,109","72,915","100,093","15,200","54,491"
12/30/2020,"33,400","55,983","66,622","24,170","21,333","22,802","68,486","99,803","15,104","53,628"
12/29/2020,"33,400","54,757","65,340","24,306","21,733","23,193","68,240","98,787","15,136","52,572"
12/28/2020,"33,700","54,103","65,802","24,170","21,933","23,165","67,584","95,811","15,264","52,764"
12/25/2020,"33,100","54,757","64,572","24,215","20,900","22,719","67,666","95,520","15,360","52,764"
12/24/2020,"34,000","53,940","64,828","23,538","19,533","22,273","67,830","92,254","14,848","53,244"
12/23/2020,"35,300","53,777","65,853","24,667","19,467","22,301","67,912","92,617","15,360","53,148"
12/22/2020,"33,200","53,368","66,570","24,125","19,267","21,938","67,912","93,996","15,744","53,244"
12/21/2020,"32,900","52,959","66,314","23,221","19,400","21,492","68,732","93,633","15,968","53,819"
12/18/2020,"32,600","53,123","66,314","23,131","19,333","21,520","68,978","94,286","15,168","51,613"
12/17/2020,"32,600","53,041","66,314","23,131","19,000","20,991","68,896","93,633","14,560","51,613"
12/16/2020,"32,900","52,469","63,803","23,131","18,767","21,632","68,486","94,940","14,336","52,956"
12/15/2020,"33,500","52,305","64,059","23,176","17,867","21,520","68,486","96,536","14,240","52,572"
12/14/2020,"33,500","52,714","64,008","23,131","18,133","21,883","68,486","96,536","14,304","52,668"
12/11/2020,"32,700","51,325","63,034","23,131","16,967","21,632","68,486","97,262","14,240","49,310"
12/10/2020,"32,200","50,426","62,684","23,041","16,667","20,963","68,000","95,230","14,240","49,694"
12/9/2020,"32,100","50,753","62,534","23,267","17,200","21,464","69,215","97,190","14,496","49,886"
12/8/2020,"32,500","51,080","62,584","23,041","17,100","21,409","69,296","96,899","14,208","49,886"
12/7/2020,"32,100","51,243","62,734","23,944","17,333","21,297","69,702","95,883","13,984","49,598"
12/4/2020,"32,300","51,733","62,534","25,119","17,100","20,600","69,702","92,835","13,888","49,502"
12/3/2020,"32,700","51,080","63,084","25,300","17,133","20,545","67,594","92,907","13,952","48,543"
12/2/2020,"31,400","50,998","63,184","23,809","16,033","19,680","67,432","91,456","14,112","50,366"
12/1/2020,"30,900","51,080","63,485","23,538","16,200","19,848","67,270","92,036","14,272","50,078"
11/30/2020,"31,300","50,426","62,784","23,944","15,833","19,792","66,460","92,689","14,080","51,133"
11/27/2020,"30,700","51,161","62,684","23,493","14,800","20,210","67,837","92,762","13,728","50,845"
11/26/2020,"30,700","51,325","62,734","23,583","14,800","19,569","67,837","92,762","12,858","50,366"
11/25/2020,"32,000","47,892","62,734","23,493","14,800","19,848","66,703","92,544","12,808","48,447"
11/24/2020,"31,500","47,320","62,784","24,396","14,933","20,907","66,460","93,633","12,883","47,056"
11/23/2020,"29,700","47,320","63,084","23,944","14,933","20,907","67,351","92,254","12,984","47,440"
11/20/2020,"28,000","47,484","62,184","22,408","15,133","19,903","66,460","91,746","13,009","47,488"
11/19/2020,"27,700","47,484","60,733","20,963","15,067","19,625","66,460","92,762","12,833","47,536"
11/18/2020,"28,000","47,974","60,283","20,827","14,800","19,290","67,189","93,633","12,934","47,104"
11/17/2020,"27,600","47,810","60,383","20,872","14,967","18,593","68,891","92,617","12,959","47,008"
11/16/2020,"28,000","48,628","60,033","20,782","14,733","17,980","68,000","92,617","12,707","44,418"
11/13/2020,"28,100","46,258","60,333","20,872","15,300","17,813","73,025","93,633","13,035","44,754"
11/12/2020,"28,300","45,931","60,483","20,917","15,433","17,534","75,456","93,633","13,060","44,754"
11/11/2020,"28,200","44,541","60,083","20,872","15,000","17,450","77,320","93,270","13,009","44,706"
11/10/2020,"28,700","43,724","60,783","20,872","14,933","17,450","77,320","95,375","12,858","44,514"
11/9/2020,"27,500","44,950","59,783","20,963","15,067","17,562","77,482","95,448","12,833","44,849"
11/6/2020,"27,700","46,012","59,682","20,963","14,833","16,949","72,862","95,448","12,657","44,802"
11/5/2020,"27,800","47,157","59,032","20,872","14,933","16,865","71,242","92,181","12,707","45,185"
11/4/2020,"27,900","48,219","58,982","20,782","14,867","17,088","68,243","92,835","12,707","45,377"
11/3/2020,"28,000","49,527","58,382","20,782","14,667","17,116","68,081","90,367","12,278","45,569"
11/2/2020,"27,600","50,017","57,531","20,782","14,000","17,060","68,486","90,730","12,304","45,665"
10/30/2020,"26,900","50,671","57,331","20,827","13,900","17,032","68,081","91,383","12,203","45,857"
10/29/2020,"27,000","50,753","57,331","20,646","14,133","17,060","68,081","90,657","11,900","45,377"
10/28/2020,"28,200","55,002","58,432","20,646","14,067","16,949","69,702","89,859","11,598","45,569"
10/27/2020,"28,600","58,026","58,932","20,646","14,733","17,506","71,242","90,730","12,379","45,761"
10/26/2020,"29,200","57,357","59,883","20,646","15,267","17,172","71,242","91,456","12,606","45,761"
10/23/2020,"28,600","58,026","59,933","20,782","15,600","17,227","69,702","92,472","12,833","46,049"
10/22/2020,"27,800","58,324","60,083","20,782","15,400","16,503","68,891","91,456","12,732","45,905"
10/21/2020,"27,500","58,250","60,133","21,143","15,367","16,224","67,837","88,480","12,757","45,905"
10/20/2020,"27,400","58,473","59,382","20,827","15,400","16,363","67,837","82,745","12,757","46,097"
10/19/2020,"27,600","58,696","59,582","20,827","15,600","16,112","66,460","83,471","12,480","46,049"
10/16/2020,"27,600","59,142","58,982","20,782","15,733","16,224","64,839","82,963","12,505","45,857"
10/15/2020,"27,700","59,365","58,632","21,143","15,533","16,196","65,730","81,947","12,404","46,241"
10/14/2020,"27,400","56,464","58,882","20,782","15,800","15,806","64,839","80,931","12,228","46,049"
10/13/2020,"27,400","56,241","60,383","20,691","15,933","15,610","60,624","80,568","12,102","46,193"
10/12/2020,"27,700","56,762","60,383","20,691","15,733","15,750","56,896","78,028","12,278","46,432"
10/9/2020,"27,900","57,208","60,683","20,737","16,300","15,889","55,194","80,278","12,354","46,576"
10/8/2020,"28,100","57,208","61,133","20,601","16,400","15,666","51,790","81,149","12,354","47,104"
10/7/2020,"28,400","56,687","61,283","20,782","16,700","15,499","50,169","80,858","12,455","47,152"
10/6/2020,"28,200","54,307","60,533","20,782","16,300","15,750","47,008","75,632","12,455","47,392"
10/5/2020,"28,000","54,604","60,833","20,782","16,033","15,248","45,387","75,197","12,505","47,392"
10/2/2020,"28,800","55,051","60,933","20,782","16,067","14,886","43,847","75,052","12,455","47,488"
10/1/2020,"27,800","55,423","61,333","20,782","16,133","15,053","44,496","75,124","12,505","46,193"
9/30/2020,"27,000","55,348","60,383","20,782","16,000","14,718","44,252","75,342","12,141","45,665"
9/29/2020,"27,500","55,720","60,833","21,143","15,867","14,691","43,442","74,035","12,121","45,713"
9/28/2020,"27,600","55,571","61,033","21,234","16,233","14,718","44,333","74,906","12,199","45,713"
9/25/2020,"27,600","57,357","61,283","21,234","16,267","14,356","44,333","74,834","12,082","46,049"
9/24/2020,"27,800","57,654","61,884","21,143","16,433","14,300","44,577","75,487","12,044","45,569"
9/23/2020,"27,100","58,026","61,784","21,143","16,867","14,384","44,901","74,906","12,044","45,329"
9/22/2020,"27,400","53,712","61,684","21,188","16,867","14,245","44,009","75,850","11,985","45,329"
9/21/2020,"27,100","53,712","61,984","21,188","16,867","14,328","44,171","74,906","11,908","45,329"
9/18/2020,"27,100","52,521","62,534","21,143","16,600","14,328","43,928","75,342","11,539","45,425"
9/17/2020,"27,300","52,521","62,684","20,646","16,600","14,161","43,766","76,140","11,481","46,432"
9/16/2020,"27,300","52,149","62,584","20,691","16,733","13,771","44,496","76,140","11,578","46,145"
9/15/2020,"27,300","52,075","61,834","20,330","16,533","13,771","44,901","76,068","11,598","46,145"
9/14/2020,"27,100","53,563","61,834","20,330","16,733","13,715","45,063","76,213","11,733","46,193"
9/11/2020,"27,100","52,744","61,934","19,607","16,067","13,631","44,577","73,455","11,772","46,336"
9/10/2020,"27,000","51,108","61,884","19,607","16,300","13,687","44,415","73,382","11,365","45,761"
9/9/2020,"27,100","51,554","62,284","19,607","15,667","13,659","44,577","73,382","11,287","44,034"
9/8/2020,"27,100","53,488","62,534","20,827","15,567","13,743","44,415","73,237","11,404","44,610"
9/7/2020,"27,800","52,893","60,283","21,234","15,333","13,659","44,252","72,366","11,326","44,562"
9/4/2020,"28,000","52,819","59,632","20,917","15,600","13,910","45,630","72,012","11,520","44,562"
9/3/2020,"28,000","50,587","58,882","20,782","15,867","13,938","44,901","72,224","11,559","43,458"
9/1/2020,"27,900","49,397","58,332","19,607","15,967","13,826","44,252","71,870","11,055","42,019"
8/31/2020,"27,200","50,066","58,032","19,427","15,867","13,687","44,577","72,224","10,996","41,828"
8/28/2020,"27,100","45,975","58,532","20,187","16,067","13,548","44,171","72,862","10,938","42,115"
8/27/2020,"27,300","45,975","57,481","20,187","15,767","13,548","43,442","71,870","10,919","42,115"
8/26/2020,"27,500","45,156","57,831","20,049","15,600","13,492","43,361","71,658","10,958","42,163"
8/25/2020,"27,600","46,049","57,781","20,049","15,664","13,687","43,442","72,862","10,938","42,211"
8/24/2020,"26,900","46,124","57,431","20,555","15,760","13,826","43,442","72,932","10,938","42,403"
8/21/2020,"26,700","45,008","57,531","20,325","14,801","13,576","42,631","72,649","10,550","42,691"
8/20/2020,"26,700","45,454","57,281","20,233","14,705","13,436","42,145","70,667","10,415","42,163"
8/19/2020,"26,600","46,495","58,282","20,417","14,769","13,520","42,712","70,100","10,531","41,444"
8/18/2020,"26,900","45,380","56,531","20,647","14,673","13,464","42,469","67,268","10,628","40,293"
8/17/2020,"26,900","44,636","56,131","20,095","14,481","13,548","42,956","65,427","10,705","40,005"
8/14/2020,"26,500","44,636","56,281","19,406","14,641","13,436","43,280","66,418","10,628","40,676"
8/13/2020,"26,400","44,636","56,031","19,865","14,545","13,659","44,090","66,206","10,512","38,038"
8/12/2020,"26,300","40,916","55,780","20,233","14,385","13,548","43,928","66,914","10,415","40,772"
8/11/2020,"26,500","42,404","55,430","19,957","14,513","13,520","44,252","67,126","10,356","43,171"
8/10/2020,"26,000","41,660","55,030","19,544","14,577","13,548","44,171","65,073","10,279","43,267"
8/7/2020,"26,000","42,032","55,080","19,773","13,810","13,492","43,847","62,382","10,104","44,130"
8/6/2020,"26,300","39,800","55,530","18,486","13,746","13,408","43,685","63,373","10,085","44,130"
8/5/2020,"26,100","42,701","55,530","18,486","13,970","13,436","44,577","60,541","9,891","43,650"
8/4/2020,"25,500","44,412","54,980","18,486","13,746","12,823","43,766","60,399","9,561","43,650"
8/3/2020,"24,700","45,752","54,230","18,210","13,426","12,767","42,631","60,045","9,464","44,514"
7/31/2020,"25,200","43,743","54,230","17,566","13,043","12,098","40,929","57,284","9,290","44,418"
7/30/2020,"24,900","39,800","54,530","17,290","13,586","12,321","40,362","56,151","9,348","42,949"
7/29/2020,"26,100","37,940","54,530","17,290","13,362","12,126","39,997","59,399","9,232","42,441"
7/28/2020,"24,100","38,684","56,331","17,842","14,353","12,513","40,929","60,270","9,309","42,369"
7/27/2020,"26,800","38,982","53,579","17,198","13,682","11,873","40,119","57,729","9,135","42,079"
7/24/2020,"28,100","37,568","56,981","17,796","14,705","12,284","42,145","58,963","9,813","42,079"
7/23/2020,"28,300","37,568","57,531","18,486","15,792","12,902","43,685","61,650","10,318","42,369"
7/22/2020,"28,900","37,568","58,032","18,394","15,920","12,856","43,928","61,940","10,201","42,659"
7/21/2020,"29,000","37,420","58,632","18,440","15,856","12,856","44,333","62,158","10,298","42,006"
7/20/2020,"29,100","37,792","59,082","18,440","15,632","12,811","44,577","60,924","10,376","41,353"
7/17/2020,"28,600","37,866","57,631","18,394","16,431","13,062","45,549","58,673","10,453","56,500"
7/16/2020,"28,700","37,196","57,531","18,532","16,495","13,085","46,198","58,455","10,550","56,600"
7/15/2020,"28,400","37,568","59,593","18,532","16,239","12,833","45,144","58,237","10,415","58,000"
7/14/2020,"28,700","37,122","59,833","18,854","15,536","12,765","45,387","56,639","10,356","58,000"
7/13/2020,"28,500","37,048","60,408","18,394","15,536","12,650","45,873","54,534","10,337","58,700"
7/10/2020,"29,300","36,824","59,928","18,854","15,472","12,696","46,117","54,534","10,337","58,000"
7/9/2020,"29,300","36,824","59,401","18,854","15,664","12,879","46,522","54,461","10,550","56,300"
7/8/2020,"28,200","38,238","59,928","18,486","15,472","12,833","46,198","54,243","10,104","55,500"
7/7/2020,"28,400","38,238","59,689","17,888","15,344","12,971","46,198","54,461","10,085","55,500"
7/6/2020,"27,700","37,940","59,928","17,842","15,504","12,628","46,684","54,461","10,085","56,000"
7/3/2020,"27,900","37,940","58,490","17,842","14,993","12,582","46,360","54,461","10,085","56,000"
7/2/2020,"27,600","38,610","56,812","18,190","15,120","12,628","46,360","54,388","9,581","55,000"
7/1/2020,"27,000","38,535","56,477","17,015","15,025","12,536","44,982","54,461","9,522","55,400"
6/30/2020,"27,000","37,792","55,374","16,580","14,066","12,262","43,847","54,316","9,619","56,200"
6/29/2020,"27,900","37,196","55,374","19,350","14,257","12,193","44,658","54,316","9,581","58,400"
6/26/2020,"27,900","36,601","57,531","18,900","15,152","12,445","45,711","54,461","9,833","58,500"
6/25/2020,"28,000","38,684","57,531","18,850","15,344","12,490","45,954","54,679","9,969","58,800"
6/24/2020,"28,600","37,940","58,250","19,200","15,408","12,353","46,360","54,824","10,182","59,900"
6/23/2020,"28,900","40,544","58,394","19,400","16,080","12,353","47,332","54,824","10,279","60,300"
6/22/2020,"28,700","42,627","58,394","19,950","16,303","12,490","47,251","54,751","10,279","59,800"
6/19/2020,"27,800","40,916","58,490","20,500","15,984","12,513","46,198","54,679","10,395","57,500"
6/18/2020,"27,800","39,428","58,970","19,900","15,216","12,262","46,198","54,098","10,298","56,100"
6/17/2020,"28,200","40,172","58,490","19,050","15,440","12,010","46,603","54,316","10,415","54,200"
6/16/2020,"27,100","39,800","59,305","19,050","15,600","11,987","46,684","54,388","10,589","54,000"
6/15/2020,"28,500","39,800","58,970","18,700","15,312","11,621","45,711","53,735","10,589","53,400"
6/12/2020,"28,100","39,428","57,292","18,900","16,431","12,124","47,413","56,131","10,434","54,000"
6/11/2020,"30,500","39,577","57,771","18,850","16,527","11,667","47,413","57,275","10,550","53,900"
6/10/2020,"30,800","40,172","61,367","19,100","17,742","12,353","50,979","58,089","10,861","52,900"
6/9/2020,"31,400","40,172","61,846","19,150","17,518","12,399","51,060","58,459","10,880","53,500"
6/8/2020,"30,800","40,618","62,805","19,050","17,902","12,673","51,385","59,199","10,628","54,000"
6/5/2020,"30,000","40,247","62,326","19,000","17,550","12,376","51,060","58,459","10,667","54,000"
6/4/2020,"30,000","40,172","58,970","19,050","16,431","12,170","51,844","58,755","10,783","55,800"
6/3/2020,"30,100","40,618","57,531","18,650","16,751","12,330","52,253","58,755","11,055","56,000"
6/2/2020,"30,700","38,982","57,531","18,900","16,335","12,376","52,171","58,829","10,337","56,100"
6/1/2020,"29,600","37,568","57,531","18,800","16,943","12,650","51,518","58,903","9,678","54,200"
5/29/2020,"29,600","37,568","57,004","18,800","16,751","12,536","51,191","59,199","9,387","54,100"
5/28/2020,"29,600","37,420","56,812","18,950","15,920","12,445","51,273","60,235","9,193","54,000"
5/27/2020,"30,200","38,387","56,764","19,050","16,239","12,445","51,028","57,127","9,193","53,000"
5/26/2020,"30,200","37,345","57,435","18,950","17,454","12,994","51,028","61,345","9,445","53,000"
5/25/2020,"29,800","37,345","57,052","18,300","17,103","12,490","50,457","61,641","9,348","52,800"
5/22/2020,"30,000","37,196","55,757","17,650","15,984","12,467","50,620","62,159","9,270","52,500"
5/21/2020,"30,700","37,196","54,655","17,400","15,984","12,124","52,089","62,233","9,716","52,100"
5/20/2020,"28,100","37,196","53,696","17,300","14,961","12,101","52,089","62,529","9,096","53,500"
5/19/2020,"28,600","37,792","53,984","17,400","14,002","11,964","51,436","62,899","9,135","53,600"
5/18/2020,"27,200","37,792","53,216","17,400","13,906","11,484","51,028","63,565","8,999","53,000"
5/15/2020,"27,200","37,940","53,936","17,050","13,810","10,752","50,701","62,529","8,863","53,500"
5/14/2020,"27,700","38,015","53,936","17,050","14,385","10,958","52,171","61,419","8,921","53,800"
5/13/2020,"28,000","38,833","54,175","16,700","13,906","11,026","50,538","62,529","9,193","53,000"
5/12/2020,"27,900","36,081","52,258","16,900","13,011","10,820","50,620","60,679","8,805","53,000"
5/11/2020,"27,500","36,452","50,771","17,100","13,011","10,958","51,518","61,049","8,747","55,000"
5/8/2020,"27,900","36,973","50,628","17,300","13,107","10,706","49,803","63,565","8,689","53,600"
5/7/2020,"26,400","36,824","50,484","17,300","13,330","10,797","48,007","62,233","8,262","50,800"
5/6/2020,"25,600","37,196","50,292","17,300","12,787","10,157","47,354","61,715","8,301","50,700"
5/5/2020,"25,700","35,411","49,860","17,300","12,659","9,791","46,048","57,719","8,398","50,500"
5/4/2020,"25,800","35,337","50,244","16,500","12,659","9,608","46,783","54,760","8,359","50,500"
4/29/2020,"25,800","33,849","50,819","17,300","13,586","9,837","48,007","53,280","8,010","48,800"
4/28/2020,"26,100","34,221","50,580","17,300","13,522","9,791","48,742","52,910","7,971","48,800"
4/27/2020,"26,200","34,072","50,580","17,000","14,513","10,043","47,762","52,170","7,952","48,000"
4/24/2020,"25,600","35,709","49,813","16,500","14,769","10,111","48,579","53,280","7,990","47,400"
4/23/2020,"25,700","35,262","50,580","16,600","13,810","9,882","47,517","53,280","7,990","46,950"
4/22/2020,"24,400","35,113","50,580","16,100","12,915","9,516","47,517","53,280","8,068","44,300"
4/21/2020,"26,300","32,361","50,244","15,700","12,084","9,242","46,211","52,170","7,796","43,050"
4/20/2020,"26,400","31,840","51,778","16,650","12,052","9,699","48,497","50,320","8,281","42,400"
4/17/2020,"26,300","31,245","52,353","16,650","11,284","9,471","49,477","52,910","8,339","42,050"
4/16/2020,"25,900","30,873","52,353","16,450","10,549","9,265","49,640","51,430","8,126","42,050"
4/15/2020,"25,400","30,501","52,258","15,700","9,878","9,196","49,722","50,320","8,010","43,600"
4/14/2020,"22,300","30,501","51,011","15,950","9,239","9,128","49,803","50,320","7,758","45,900"
4/13/2020,"21,900","31,245","51,395","15,750","9,590","8,853","47,436","52,910","7,835","44,350"
4/10/2020,"22,500","31,245","50,532","15,850","9,590","8,601","49,150","52,910","7,758","47,650"
4/9/2020,"22,400","32,361","50,340","15,900","10,134","8,487","48,497","53,280","8,010","51,200"
4/8/2020,"22,600","29,832","50,340","16,100","9,590","8,556","48,089","51,430","8,010","51,000"
4/7/2020,"22,300","29,757","50,340","15,700","9,239","8,693","46,946","52,430","8,049","52,300"
4/6/2020,"20,800","32,063","48,422","15,400","8,663","8,624","45,639","51,144","7,952","53,100"
4/3/2020,"20,100","32,807","45,881","14,900","8,120","8,075","42,700","47,858","7,583","51,800"
4/1/2020,"19,400","32,361","45,785","14,600","7,608","7,892","40,169","46,929","7,350","55,500"
3/31/2020,"19,300","33,923","44,347","14,100","7,129","7,709","40,006","46,358","6,904","54,900"
3/30/2020,"20,000","34,965","45,498","13,800","6,713","7,480","40,088","45,715","6,691","59,000"
3/27/2020,"20,400","32,658","45,785","14,050","7,129","7,412","40,251","45,929","7,079","58,200"
3/26/2020,"21,800","31,617","46,025","14,100","7,640","7,755","40,006","47,501","7,602","57,000"
3/25/2020,"20,400","34,072","43,628","14,100","8,184","8,144","40,088","46,429","7,719","61,200"
3/24/2020,"19,000","34,965","41,758","13,400","8,120","7,824","40,088","46,429","7,370","60,700"
3/23/2020,"22,000","37,866","44,395","14,100","8,471","7,915","40,169","44,287","7,544","58,300"
3/20/2020,"21,800","42,032","47,703","15,150","9,079","8,510","40,169","45,858","8,107","58,700"
3/19/2020,"22,400","41,958","47,943","15,200","9,303","8,762","40,169","45,858","8,107","58,000"
3/18/2020,"22,100","40,990","49,621","16,100","9,846","9,013","40,333","45,858","8,262","58,300"
3/17/2020,"21,900","40,470","47,943","16,300","9,462","8,784","40,414","45,715","8,223","58,500"
3/16/2020,"21,800","43,148","47,991","15,900","9,590","8,739","40,414","44,787","8,417","60,100"
3/13/2020,"22,300","46,124","47,991","16,300","9,974","8,716","49,850","43,929","8,921","60,600"
3/12/2020,"24,500","47,611","51,251","16,950","10,549","8,807","49,950","43,858","8,844","62,000"
3/11/2020,"24,800","47,611","53,696","17,750","11,316","9,402","49,950","46,429","9,503","61,900"
3/10/2020,"23,700","48,355","54,175","17,850","12,148","9,905","52,400","49,644","10,007","60,500"
3/9/2020,"27,500","47,314","52,401","17,500","12,563","9,539","52,000","47,858","10,104","61,400"
3/6/2020,"27,500","46,495","56,333","18,500","13,490","10,248","54,400","51,430","10,861","60,800"
3/5/2020,"27,300","47,611","53,600","18,500","12,659","10,226","50,900","51,430","10,861","56,900"
3/4/2020,"27,600","44,561","50,100","18,500","12,467","10,226","49,000","52,144","10,919","57,800"
3/3/2020,"26,900","40,544","49,669","18,500","12,659","10,203","49,000","52,144","10,744","57,500"
3/2/2020,"27,300","40,916","49,525","18,500","12,531","10,203","49,000","52,144","10,744","57,400"
2/28/2020,"27,900","40,916","52,114","18,200","13,458","10,226","49,000","52,501","10,783","56,100"
2/27/2020,"27,900","39,428","54,175","18,400","14,449","10,500","49,700","52,644","10,861","54,800"
2/26/2020,"27,800","35,857","55,134","18,300","14,193","10,409","49,750","52,715","10,744","53,500"
2/25/2020,"26,100","32,658","54,607","18,500","13,874","10,569","50,600","52,787","10,861","51,700"
2/24/2020,"29,200","32,584","55,134","18,000","14,257","10,386","51,100","52,858","10,570","53,000"
2/21/2020,"30,000","30,947","55,422","18,500","13,682","10,775","53,000","53,215","11,016","54,300"
2/20/2020,"30,100","30,873","55,614","18,150","12,787","10,866","51,100","52,858","11,016","56,000"
2/19/2020,"28,700","30,501","55,614","18,100","12,084","10,637","50,400","52,144","11,055","54,800"
2/18/2020,"29,400","30,501","55,997","17,600","12,116","10,660","49,700","53,215","11,113","51,300"
2/17/2020,"28,300","30,501","56,093","17,600","12,243","10,866","49,700","52,430","11,152","50,000"
