Date,CMG,FPT,VGI,ELC,TTN
3/1/2021,"27,787","54,723","39,400","9,301","11,700"
2/26/2021,"27,342","53,528","39,900","9,014","11,600"
2/25/2021,"27,787","53,528","39,800","9,014","11,400"
2/24/2021,"27,828","52,967","40,700","9,014","11,300"
2/23/2021,"27,747","53,037","40,400","9,178","11,400"
2/22/2021,"27,747","53,950","41,100","9,178","11,300"
2/19/2021,"27,301","53,809","40,900","9,260","11,200"
2/18/2021,"27,139","54,933","38,800","9,260","10,800"
2/17/2021,"27,342","54,723","37,900","8,850","10,800"
2/9/2021,"26,532","52,405","37,100","8,277","10,600"
2/8/2021,"26,288","50,086","38,300","7,957","10,300"
2/5/2021,"27,382","51,210","39,000","7,883","10,500"
2/4/2021,"27,382","50,929","39,500","7,859","10,400"
2/3/2021,"26,572","49,173","37,000","7,867","10,300"
2/2/2021,"26,532","46,363","35,500","7,826","10,200"
2/1/2021,"25,195","44,607","37,900","7,654","10,000"
1/29/2021,"26,329","44,045","33,800","7,949","10,500"
1/28/2021,"25,114","41,165","38,200","8,121","9,600"
1/27/2021,"26,977","44,256","42,000","8,728","11,000"
1/26/2021,"28,354","46,363","45,100","9,014","11,400"
1/25/2021,"29,650","47,066","46,500","9,342","11,800"
1/22/2021,"29,894","46,995","47,000","9,178","11,700"
1/21/2021,"29,975","46,082","46,000","9,506","11,900"
1/20/2021,"29,124","44,467","44,900","9,096","11,600"
1/19/2021,"29,002","43,553","47,500","9,424","11,100"
1/18/2021,"31,149","46,574","44,500","10,121","11,700"
1/15/2021,"31,271","46,785","43,600","10,244","11,400"
1/14/2021,"31,149","46,644","42,800","9,752","11,300"
1/13/2021,"30,866","46,715","43,000","9,301","11,400"
1/12/2021,"31,433","46,223","41,700","8,728","11,400"
1/11/2021,"31,190","45,450","38,000","8,687","11,400"
1/8/2021,"30,866","44,467","35,000","8,605","11,000"
1/7/2021,"30,785","43,905","34,800","8,318","11,200"
1/6/2021,"31,190","43,834","34,400","7,924","11,200"
1/5/2021,"31,757","44,045","34,600","7,949","10,600"
1/4/2021,"31,919","42,289","34,500","7,621","10,600"
