Date,BID,VCB,CTG,MBB,ACB,STB
8/16/2021,"34,269","77,884","34,262","25,833","28,560","30,300"
8/13/2021,"33,675","77,109","33,481","24,667","28,280","29,700"
8/12/2021,"33,873","77,342","33,579","24,583","28,240","29,600"
8/11/2021,"34,111","77,806","33,481","24,750","28,800","30,400"
8/10/2021,"34,269","76,645","33,823","24,708","29,200","30,600"
8/9/2021,"34,150","76,103","33,725","24,917","29,200","30,700"
8/6/2021,"33,952","75,948","33,335","24,708","28,440","30,300"
8/5/2021,"33,992","76,955","33,383","25,000","28,800","31,050"
8/4/2021,"34,032","76,258","33,188","24,750","28,400","30,650"
8/3/2021,"34,309","76,490","33,286","24,417","28,640","29,800"
8/2/2021,"33,675","75,096","32,944","24,000","28,440","29,300"
7/30/2021,"32,528","75,871","33,579","24,083","28,920","29,900"
7/29/2021,"32,449","75,793","33,090","23,667","27,320","29,300"
7/28/2021,"32,053","75,096","32,114","23,000","26,520","28,900"
7/27/2021,"31,816","73,548","31,724","22,833","26,520","29,100"
7/26/2021,"31,657","74,322","31,382","22,667","26,160","28,700"
7/23/2021,"31,816","75,096","31,724","23,125","26,400","28,700"
7/22/2021,"32,449","77,651","32,700","23,625","27,280","28,000"
7/21/2021,"32,211","76,645","32,066","23,333","27,040","27,850"
7/20/2021,"32,449","77,574","32,456","23,250","27,120","28,100"
7/19/2021,"31,380","75,096","31,480","22,625","25,720","27,500"
7/16/2021,"33,636","79,355","33,823","24,250","26,880","28,450"
7/15/2021,"33,794","79,355","34,164","24,417","26,200","28,800"
7/14/2021,"33,715","78,813","32,895","24,042","25,400","27,400"
7/13/2021,"33,557","80,051","33,774","24,833","26,320","28,700"
7/12/2021,"33,240","82,916","34,164","24,833","26,200","28,400"
7/9/2021,"35,535","85,006","36,702","25,833","28,160","29,100"
7/8/2021,"36,248","85,935","37,678","25,988","28,960","30,200"
7/7/2021,"36,010","87,793","38,117","25,988","29,240","31,050"
7/6/2021,"34,823","86,709","36,679","24,753","28,800","30,350"
7/5/2021,"36,920","87,948","39,402","26,605","30,360","32,600"
7/2/2021,"37,237","88,954","39,856","26,821","28,880","31,500"
7/1/2021,"37,435","90,116","39,629","26,821","28,760","31,000"
6/30/2021,"37,395","90,116","39,856","26,759","28,560","30,600"
6/29/2021,"37,118","88,258","40,763","26,821","29,160","31,000"
6/28/2021,"37,118","87,174","41,141","26,605","29,360","30,200"
6/25/2021,"36,050","87,174","40,688","25,988","29,080","29,500"
6/24/2021,"35,773","85,703","40,385","25,926","28,960","29,000"
6/23/2021,"35,931","84,929","39,856","25,864","28,640","29,750"
6/22/2021,"35,614","83,303","39,251","25,926","28,520","30,200"
6/21/2021,"35,614","82,529","38,041","25,093","27,800","29,850"
6/18/2021,"36,525","84,000","38,721","25,031","28,000","29,650"
6/17/2021,"36,327","80,671","38,192","24,630","27,920","29,400"
6/16/2021,"35,852","80,516","38,192","23,889","27,760","29,200"
6/15/2021,"35,535","79,587","39,402","24,259","28,280","30,100"
6/14/2021,"35,535","78,967","39,704","24,259","27,280","30,800"
6/11/2021,"35,773","79,587","40,007","24,321","27,720","30,500"
6/10/2021,"34,744","78,813","37,436","23,395","27,280","28,900"
6/9/2021,"35,971","78,967","38,192","23,796","27,168","29,600"
6/8/2021,"35,456","77,419","37,057","23,025","25,728","28,600"
6/7/2021,"37,039","79,742","39,326","24,537","27,520","30,700"
6/4/2021,"38,780","81,213","40,839","25,648","28,992","32,150"
6/3/2021,"38,622","82,606","40,536","25,401","29,376","32,750"
6/2/2021,"37,514","82,064","39,326","23,765","28,544","32,200"
6/1/2021,"37,989","80,284","39,780","23,580","26,944","32,400"
5/31/2021,"38,543","76,335","40,158","23,457","26,496","33,800"
5/28/2021,"37,316","77,109","38,721","23,272","24,896","31,850"
5/27/2021,"35,931","76,413","37,965","22,531","24,448","29,800"
5/26/2021,"36,920","77,729","38,948","23,148","24,608","29,500"
5/25/2021,"36,960","77,264","38,646","22,099","24,320","29,350"
5/24/2021,"36,406","75,406","38,721","21,451","24,000","28,900"
5/21/2021,"35,417","74,942","36,490","21,389","24,000","28,850"
5/20/2021,"33,121","76,645","36,982","21,296","23,936","29,400"
5/19/2021,"32,370","72,851","36,301","21,296","23,424","28,500"
5/18/2021,"32,370","73,238","35,205","20,556","23,200","27,300"
5/17/2021,"33,082","74,322","35,356","20,309","23,392","25,950"
5/14/2021,"33,517","75,019","35,545","20,370","23,328","26,400"
5/13/2021,"33,715","74,942","35,167","20,340","23,168","26,300"
5/12/2021,"33,755","75,329","34,032","20,494","23,136","26,350"
5/11/2021,"33,319","75,793","33,427","20,185","22,912","24,650"
5/10/2021,"32,765","75,948","33,881","20,494","23,168","24,300"
5/7/2021,"32,172","75,096","33,125","19,506","22,528","24,000"
5/6/2021,"32,647","76,877","32,444","19,506","22,272","24,400"
5/5/2021,"33,161","78,348","32,785","19,568","22,592","24,700"
5/4/2021,"32,686","76,722","32,520","19,290","22,048","24,100"
4/29/2021,"32,449","77,419","30,856","18,735","22,176","23,900"
4/28/2021,"32,132","76,645","30,062","18,673","21,632","24,200"
4/27/2021,"31,934","76,645","29,986","18,272","21,760","23,100"
4/26/2021,"32,053","76,335","30,024","18,272","21,312","22,550"
4/23/2021,"33,240","80,516","31,234","18,704","21,376","22,450"
4/22/2021,"32,449","79,742","29,608","18,025","20,800","21,000"
4/20/2021,"34,190","79,742","31,764","18,827","21,504","22,500"
4/19/2021,"34,032","76,258","32,142","18,827","21,568","22,900"
4/16/2021,"33,240","74,555","31,764","18,642","21,184","22,100"
4/15/2021,"34,071","75,484","31,915","18,889","21,664","22,350"
4/14/2021,"34,823","76,413","32,331","19,290","22,144","22,900"
4/13/2021,"34,546","75,484","31,801","19,198","22,144","22,700"
4/12/2021,"35,417","76,567","32,671","19,537","22,496","23,450"
4/9/2021,"35,060","75,484","32,142","19,352","22,016","22,700"
4/8/2021,"35,456","77,419","32,217","19,259","22,016","22,200"
4/7/2021,"36,050","78,890","32,520","19,630","22,016","22,300"
4/6/2021,"36,208","78,890","32,520","19,383","22,240","22,750"
4/5/2021,"36,050","78,967","31,764","18,765","22,240","23,150"
4/2/2021,"35,614","75,716","31,234","18,272","22,176","22,600"
4/1/2021,"34,783","75,019","31,045","18,025","21,664","21,600"
3/31/2021,"33,992","73,393","30,364","17,377","21,312","21,450"
3/30/2021,"33,913","73,393","30,554","17,469","21,312","20,500"
3/29/2021,"33,675","73,780","30,251","17,438","21,120","19,200"
3/26/2021,"33,319","73,471","29,533","16,975","20,768","18,950"
3/25/2021,"33,438","73,626","29,797","17,006","20,512","18,750"
3/24/2021,"33,359","73,316","29,495","17,037","20,768","18,400"
3/23/2021,"34,586","74,167","30,629","17,500","21,120","18,800"
3/22/2021,"35,337","75,096","31,083","17,685","21,376","19,200"
3/19/2021,"35,614","72,929","30,591","18,025","21,632","19,600"
3/18/2021,"35,614","75,484","30,629","18,025","21,728","19,700"
3/17/2021,"34,269","74,013","29,911","17,901","21,440","19,600"
3/16/2021,"33,557","74,090","28,512","17,685","21,408","18,900"
3/15/2021,"34,032","74,555","28,738","17,840","21,440","18,900"
3/12/2021,"34,309","74,167","28,701","17,438","21,088","19,200"
3/11/2021,"34,269","74,555","28,890","17,438","21,120","19,300"
3/10/2021,"33,240","73,935","28,398","17,253","20,960","18,700"
3/9/2021,"33,121","73,548","28,133","16,852","20,512","18,550"
3/8/2021,"33,596","73,703","28,663","17,037","20,352","18,600"
3/5/2021,"33,557","74,632","28,738","16,883","20,768","18,700"
3/4/2021,"33,834","75,329","28,965","16,759","20,736","18,350"
3/3/2021,"34,665","76,180","29,192","17,284","21,280","19,000"
3/2/2021,"34,863","76,877","28,738","17,346","21,120","19,150"
3/1/2021,"34,902","76,800","28,814","17,500","21,280","19,100"
2/26/2021,"34,506","76,025","28,171","17,068","21,152","18,350"
2/25/2021,"33,992","76,025","28,209","16,852","20,736","18,500"
2/24/2021,"34,071","75,948","28,360","16,667","19,968","18,350"
2/23/2021,"34,823","77,419","28,020","16,914","20,288","18,800"
2/22/2021,"34,625","77,884","27,982","16,482","20,224","18,600"
2/19/2021,"34,902","78,425","27,982","16,574","19,904","18,700"
2/18/2021,"34,348","78,967","27,831","16,173","18,656","18,600"
2/17/2021,"33,319","77,419","27,831","15,926","18,816","18,750"
2/9/2021,"32,290","75,251","26,772","15,278","18,272","18,150"
2/8/2021,"31,736","72,851","25,751","14,753","17,600","17,400"
2/5/2021,"33,082","77,419","27,075","15,278","18,240","18,300"
2/4/2021,"32,844","76,567","26,243","14,846","18,048","17,600"
2/3/2021,"32,726","76,567","26,394","14,969","17,984","18,000"
2/2/2021,"31,143","74,709","25,638","14,414","17,504","17,150"
2/1/2021,"30,945","70,529","24,201","13,580","17,056","16,100"
1/29/2021,"31,578","72,000","23,066","14,475","17,152","16,900"
1/28/2021,"30,431","70,142","22,953","13,796","16,384","16,050"
1/27/2021,"32,686","75,406","24,655","14,815","17,600","17,250"
1/26/2021,"33,675","78,116","26,091","15,803","17,792","18,100"
1/25/2021,"35,298","79,355","27,831","15,556","17,984","19,350"
1/22/2021,"35,812","79,742","28,436","15,803","18,336","19,950"
1/21/2021,"36,802","79,742","27,982","15,926","18,528","20,000"
1/20/2021,"36,010","76,722","26,961","15,062","18,112","19,000"
1/19/2021,"35,812","76,645","27,150","15,062","17,856","19,200"
1/18/2021,"38,503","79,974","29,192","16,173","19,168","20,600"
1/15/2021,"38,661","79,896","29,873","16,512","19,360","21,100"
1/14/2021,"38,661","80,438","29,608","16,296","19,104","20,100"
1/13/2021,"38,345","81,135","29,230","16,049","19,104","19,500"
1/12/2021,"38,582","81,755","29,117","16,142","19,264","19,800"
1/11/2021,"38,187","80,903","29,268","16,265","19,424","20,100"
1/8/2021,"38,384","81,135","29,268","16,420","19,328","19,400"
1/7/2021,"38,701","82,838","29,381","15,988","19,136","18,450"
1/6/2021,"38,622","81,290","28,625","15,617","19,136","18,000"
1/5/2021,"37,910","76,877","26,772","15,383","18,784","17,700"
1/4/2021,"38,187","76,645","26,848","14,649","18,336","17,550"
